customer_id,tenure,monthly_charges,total_charges,contract,payment_method,support_calls,is_senior,churn
10438,53,119.3,6323.74,Month-to-month,Credit Card,1,0,0
10439,16,82.11,1323.8,One year,Credit Card,1,0,0
10440,11,117.69,1287.08,Month-to-month,Mailed Check,2,1,1
10441,19,119.98,2317.67,Month-to-month,Mailed Check,1,0,0
10442,28,101.5,2799.23,One year,eCheck,0,0,0
10443,18,91.5,1598.47,Month-to-month,Credit Card,2,0,0
10444,27,42.11,1165.47,Month-to-month,eCheck,1,0,0
10445,40,38.37,1557.01,Month-to-month,eCheck,2,0,0
10446,1,25.3,44.28,Month-to-month,Mailed Check,2,0,0
10447,9,41.7,480.1,Month-to-month,Bank Transfer,0,0,0
10448,14,72.82,984.03,Month-to-month,Credit Card,0,1,1
10449,25,63.72,1550.09,Two year,Credit Card,0,0,0
10450,13,95.48,1255.26,One year,Bank Transfer,6,0,0
10451,50,50.1,2528.76,Two year,eCheck,2,0,0
10452,35,82.06,2818.93,Month-to-month,Bank Transfer,0,0,1
10453,4,56.09,208.65,Month-to-month,Mailed Check,1,0,0
10454,33,42.11,1366.53,Month-to-month,Credit Card,0,0,0
10455,27,97.59,2598.74,Month-to-month,Bank Transfer,2,0,0
10456,18,49.27,871.1,Month-to-month,Mailed Check,1,0,0
10457,12,71.89,826.24,Month-to-month,Mailed Check,0,1,0
10458,2,45.11,83.82,Two year,eCheck,2,0,0
10459,38,84.84,3250.77,Month-to-month,Credit Card,0,0,1
10460,38,37.42,1343.43,One year,Credit Card,3,0,0
10461,55,26.27,1408.28,One year,Credit Card,0,0,0
10462,49,82.68,4060.44,Two year,Bank Transfer,1,0,0
10463,10,69.44,683.36,One year,Bank Transfer,1,0,0
10464,28,85.1,2274.47,Month-to-month,Bank Transfer,1,0,0
10465,20,27.81,528.64,Month-to-month,Bank Transfer,1,0,0
10466,44,97.75,4378.13,Month-to-month,eCheck,1,0,1
10467,51,24.83,1269.94,Month-to-month,Bank Transfer,0,0,0
10468,21,115.64,2358.4,Month-to-month,eCheck,1,0,0
10469,3,113.93,363.59,One year,Bank Transfer,1,0,0
10470,48,100.09,4810.89,Month-to-month,eCheck,0,0,0
10471,9,51.28,503.79,Month-to-month,Mailed Check,1,0,0
10472,59,84.57,5012.93,Month-to-month,eCheck,2,0,0
10473,21,119.18,2469.73,One year,eCheck,1,0,0
10474,58,91.71,5316.66,Month-to-month,eCheck,1,0,0
10475,49,86.05,4209.49,One year,Credit Card,1,0,0
10476,11,23.02,242.79,Month-to-month,Credit Card,2,0,0
10477,33,23.63,778.01,Month-to-month,Bank Transfer,1,1,0
10478,59,82.85,4917.15,Month-to-month,Credit Card,0,0,0
10479,46,66.52,3046.41,Month-to-month,Credit Card,1,0,0
10480,3,69.04,136.18,Month-to-month,eCheck,2,0,0
10481,23,39.17,928.72,Two year,eCheck,0,0,0
10482,4,50.51,215.17,One year,Mailed Check,2,0,0
10483,42,108.99,4553.05,Month-to-month,Bank Transfer,4,0,1
10484,29,56.5,1586.5,Month-to-month,Mailed Check,3,0,0
10485,54,117.09,6308.7,Month-to-month,Mailed Check,1,0,0
10486,16,36.68,611.31,Month-to-month,Credit Card,0,0,0
10487,53,73.18,3929.81,Month-to-month,Mailed Check,2,0,0
10488,46,83.83,3850.94,Month-to-month,Bank Transfer,0,0,0
10489,39,88.61,3441.25,Month-to-month,Credit Card,4,0,1
10490,10,100.54,1028.73,Month-to-month,Mailed Check,1,0,0
10491,42,95.63,4076.67,One year,Credit Card,2,0,0
10492,42,101.79,4261.94,Month-to-month,eCheck,0,0,1
10493,37,25.91,940.69,One year,Credit Card,2,0,0
10494,41,28.09,1115.82,One year,Bank Transfer,2,0,0
10495,13,33.31,430.67,Month-to-month,Mailed Check,5,0,0
10496,35,39.8,1437.88,Month-to-month,eCheck,0,0,0
10497,37,91.82,3322.65,One year,eCheck,2,0,0
10498,23,73.79,1764.47,One year,Mailed Check,0,0,0
10499,6,90.69,550.87,Two year,Mailed Check,0,0,0
10500,16,79.92,1268.11,One year,eCheck,1,0,0
10501,4,75.97,390.68,Month-to-month,Credit Card,1,0,0
10502,38,38.57,1496.6,One year,Bank Transfer,0,0,0
10503,51,106.02,5342.59,Month-to-month,Bank Transfer,1,0,0
10504,23,97.28,2166.52,Month-to-month,Credit Card,0,0,0
10505,47,95.6,4504.94,One year,Credit Card,3,0,0
10506,15,113.18,1703.12,Two year,Bank Transfer,2,0,0
10507,37,59.55,2191.73,One year,Mailed Check,3,0,0
10508,20,62.19,1202.73,Month-to-month,Mailed Check,2,0,0
10509,51,67.11,3451.2,Month-to-month,Bank Transfer,1,0,0
10510,45,54.97,2491.15,Two year,Mailed Check,1,0,0
10511,38,71.12,2674.08,Month-to-month,Credit Card,3,0,1
10512,58,82.62,4716.5,One year,Credit Card,0,0,0
10513,47,78.74,3727.72,Month-to-month,Bank Transfer,2,0,0
10514,24,37.64,940.31,Month-to-month,Mailed Check,1,0,0
10515,6,92.52,555.73,Month-to-month,Mailed Check,0,0,0
10516,25,27.06,688.14,Month-to-month,eCheck,1,1,0
10517,12,40.72,442.08,One year,eCheck,1,1,0
10518,27,59.67,1599.55,Month-to-month,Bank Transfer,2,0,0
10519,54,102.68,5574.52,Month-to-month,eCheck,1,0,0
10520,35,45.2,1579.2,Month-to-month,Bank Transfer,2,0,0
10521,17,102.75,1661.62,Month-to-month,eCheck,1,0,0
10522,42,78.06,3321.87,Month-to-month,Mailed Check,1,0,0
10523,20,89.91,1794.69,Month-to-month,Credit Card,1,0,1
10524,35,49.63,1706.47,One year,Credit Card,0,1,0
10525,51,117.11,5955.17,Month-to-month,Bank Transfer,1,0,0
10526,11,85.1,1000.77,Month-to-month,Credit Card,1,0,0
10527,5,28.05,-9.34,Two year,Mailed Check,0,0,0
10528,4,100.63,390.25,Month-to-month,Bank Transfer,2,0,0
10529,5,66.73,366.76,Two year,eCheck,2,0,0
10530,41,103.48,4286.29,Month-to-month,Bank Transfer,3,1,1
10531,8,90.06,727.42,Two year,eCheck,0,0,0
10532,43,116.62,5033.92,Month-to-month,Bank Transfer,0,0,1
10533,59,110.92,6617.94,Month-to-month,eCheck,2,0,1
10534,49,86.65,4235.22,One year,Mailed Check,1,1,0
10535,3,96.54,275.65,Month-to-month,Bank Transfer,1,0,0
10536,40,26.01,1108.42,One year,Mailed Check,2,0,0
10537,57,99.49,5592.34,One year,Credit Card,0,0,0
10538,11,93.53,1091.21,One year,Mailed Check,3,0,0
10539,9,114.33,1074.02,Month-to-month,eCheck,3,0,1
10540,30,95.51,2843.52,One year,Credit Card,1,0,0
10541,5,81.69,378.43,Month-to-month,Mailed Check,1,0,1
10542,1,97.84,94.65,Month-to-month,Credit Card,0,0,0
10543,53,80.24,4273.5,Month-to-month,Credit Card,1,0,0
10544,50,68.27,3434.0,Month-to-month,Credit Card,0,0,0
10545,24,117.98,2790.72,Two year,Bank Transfer,1,0,0
10546,21,69.42,1369.57,One year,eCheck,1,0,0
10547,30,30.1,892.64,Month-to-month,Bank Transfer,0,0,0
10548,58,24.56,1489.99,One year,Bank Transfer,1,0,0
10549,32,56.89,1773.56,One year,eCheck,1,0,0
10550,49,65.63,3242.83,Month-to-month,Credit Card,0,0,0
10551,50,75.63,3766.78,Month-to-month,Mailed Check,2,0,0
10552,49,26.96,1343.34,Month-to-month,Bank Transfer,1,0,0
10553,43,75.04,3201.59,One year,Mailed Check,1,0,0
10554,23,115.85,2622.93,Month-to-month,Credit Card,1,0,0
10555,31,95.17,2858.33,Month-to-month,Mailed Check,1,0,1
10556,51,90.34,4567.75,Month-to-month,Mailed Check,3,0,1
10557,1,71.52,13.67,Month-to-month,Mailed Check,1,0,0
10558,35,108.44,3806.74,Month-to-month,eCheck,2,1,1
10559,21,29.09,633.93,Month-to-month,Credit Card,3,0,1
10560,16,97.75,1550.35,One year,Mailed Check,0,0,0
10561,21,91.33,1914.04,Month-to-month,Bank Transfer,1,0,0
10562,18,57.83,1027.84,Month-to-month,Mailed Check,1,0,0
10563,11,69.05,720.08,Two year,Credit Card,0,0,0
10564,1,35.2,80.47,Month-to-month,eCheck,2,0,0
10565,1,20.62,-45.02,Month-to-month,Bank Transfer,0,0,0
10566,35,53.58,1818.32,Two year,Credit Card,0,0,0
10567,36,53.81,1953.91,One year,Bank Transfer,0,0,0
10568,56,72.05,4110.32,One year,Bank Transfer,0,0,0
10569,55,54.59,3001.17,Two year,Credit Card,1,0,0
10570,29,108.93,3151.78,Month-to-month,eCheck,2,0,0
10571,42,34.43,1424.84,Month-to-month,eCheck,1,0,0
10572,36,102.39,3725.58,Month-to-month,Credit Card,1,0,0
10573,22,74.43,1609.56,Month-to-month,eCheck,2,0,0
10574,39,42.12,1728.02,Month-to-month,Mailed Check,0,0,0
10575,46,107.6,4941.0,One year,eCheck,0,0,0
10576,25,75.31,1920.51,One year,eCheck,0,0,0
10577,23,29.66,707.29,Two year,Mailed Check,0,0,0
10578,24,106.66,2604.54,One year,Mailed Check,3,0,0
10579,29,47.25,1330.67,One year,Credit Card,2,0,0
10580,52,77.16,4115.76,One year,eCheck,1,0,0
10581,12,87.89,1039.39,Month-to-month,Credit Card,3,0,1
10582,57,94.4,5420.62,Month-to-month,Bank Transfer,1,0,0
10583,12,91.66,1111.44,One year,eCheck,1,0,0
10584,54,103.16,5609.08,Month-to-month,Credit Card,0,0,0
10585,23,97.05,2174.36,One year,eCheck,1,0,0
10586,29,38.87,1131.99,One year,Credit Card,3,0,0
10587,37,75.71,2919.77,Two year,Mailed Check,0,0,0
10588,3,69.37,165.39,One year,eCheck,0,0,0
10589,30,33.32,1061.68,One year,Mailed Check,0,0,0
10590,40,63.33,2516.89,One year,Bank Transfer,1,0,0
10591,42,97.67,4203.24,Month-to-month,Credit Card,0,0,0
10592,55,64.45,3483.65,Month-to-month,Mailed Check,3,0,0
10593,43,59.21,2513.39,Month-to-month,Credit Card,3,0,0
10594,59,67.63,4038.76,One year,Mailed Check,2,0,0
10595,9,76.49,696.57,Month-to-month,Credit Card,2,0,0
10596,39,96.49,3775.99,One year,Bank Transfer,2,0,0
10597,27,105.33,2833.42,Month-to-month,Mailed Check,1,1,1
10598,18,48.9,756.98,Two year,eCheck,1,0,0
10599,17,46.37,739.96,Month-to-month,Credit Card,3,0,0
10600,8,51.6,383.32,Month-to-month,Mailed Check,0,0,0
10601,55,106.51,5796.47,Month-to-month,Credit Card,2,0,0
10602,57,110.06,6294.25,One year,Mailed Check,4,0,0
10603,54,54.18,2979.19,One year,eCheck,1,0,0
10604,5,103.34,506.66,Month-to-month,Bank Transfer,0,0,0
10605,47,74.43,3423.94,Month-to-month,Mailed Check,0,0,0
10606,4,115.79,477.1,Month-to-month,eCheck,2,0,0
10607,49,77.0,3794.82,One year,Bank Transfer,1,0,0
10608,24,110.41,2683.42,Month-to-month,Bank Transfer,0,0,0
10609,47,75.45,3495.32,One year,Credit Card,3,0,0
10610,29,54.91,1434.79,One year,eCheck,1,0,0
10611,45,104.92,4775.47,Month-to-month,Bank Transfer,1,0,0
10612,37,53.73,1973.0,Month-to-month,Credit Card,2,1,0
10613,32,98.86,3161.55,Month-to-month,Credit Card,0,0,1
10614,49,73.07,3602.06,Month-to-month,eCheck,2,0,0
10615,41,52.36,2158.91,One year,eCheck,2,0,0
10616,59,67.62,4004.69,Month-to-month,Mailed Check,4,1,1
10617,22,110.61,2416.5,Month-to-month,Mailed Check,0,0,0
10618,1,49.74,38.02,One year,eCheck,3,1,0
10619,29,28.63,820.97,One year,eCheck,1,0,0
10620,8,110.39,931.77,Two year,eCheck,2,1,0
10621,44,31.8,1368.07,One year,Mailed Check,0,0,0
10622,27,43.09,1083.44,Two year,Mailed Check,0,0,0
10623,6,67.97,453.34,Month-to-month,Credit Card,2,0,0
10624,13,97.99,1347.93,Two year,eCheck,2,0,0
10625,2,117.75,275.79,Two year,Bank Transfer,2,1,0
10626,22,38.68,920.88,Month-to-month,Mailed Check,2,0,0
10627,26,43.25,1026.33,One year,Bank Transfer,1,0,0
10628,53,119.61,6383.18,Month-to-month,Bank Transfer,3,0,1
10629,50,76.28,3835.86,Month-to-month,Mailed Check,0,0,0
10630,26,106.17,2800.18,Month-to-month,Bank Transfer,0,0,0
10631,55,56.55,3097.89,Month-to-month,Mailed Check,0,0,0
10632,59,49.0,2856.05,Month-to-month,Bank Transfer,0,0,0
10633,22,107.5,2420.23,Month-to-month,Bank Transfer,0,0,0
10634,39,40.67,1511.48,Month-to-month,Bank Transfer,2,0,0
10635,44,46.54,2125.4,Two year,eCheck,1,0,0
10636,57,56.84,3261.95,Month-to-month,eCheck,1,0,0
10637,38,53.5,2025.5,Month-to-month,eCheck,2,0,0
10638,26,36.65,972.24,Two year,Bank Transfer,0,0,0
10639,5,48.97,323.6,One year,eCheck,1,1,0
10640,30,37.33,1145.5,One year,Mailed Check,0,0,0
10641,23,73.26,1585.57,Month-to-month,Credit Card,0,0,0
10642,33,89.46,3069.05,Month-to-month,eCheck,1,0,1
10643,23,71.57,1626.74,Month-to-month,Mailed Check,1,0,0
10644,35,27.07,936.28,Month-to-month,Credit Card,2,0,0
10645,11,79.03,917.69,Two year,eCheck,3,1,0
10646,14,91.29,1298.49,Month-to-month,Bank Transfer,1,1,1
10647,36,37.68,1429.3,Month-to-month,Credit Card,0,0,0
10648,34,68.44,2335.49,Month-to-month,Mailed Check,1,1,0
10649,39,117.08,4590.1,Month-to-month,Mailed Check,0,1,1
10650,40,102.71,4103.89,One year,Credit Card,1,0,0
10651,49,65.59,3178.72,Month-to-month,Credit Card,1,0,0
10652,17,45.91,707.04,Month-to-month,Mailed Check,2,0,0
10653,5,36.03,208.16,Month-to-month,Mailed Check,1,1,0
10654,24,24.58,610.57,Two year,Credit Card,1,0,0
10655,1,43.44,1.41,Month-to-month,Credit Card,1,0,0
10656,19,68.84,1306.54,One year,eCheck,0,0,0
10657,10,69.85,725.84,One year,Bank Transfer,4,0,0
10658,7,37.26,211.92,Month-to-month,eCheck,0,0,0
10659,18,65.44,1218.7,Month-to-month,eCheck,1,0,0
10660,3,64.11,160.28,One year,Credit Card,1,0,0
10661,15,100.95,1614.54,Month-to-month,Mailed Check,0,0,0
10662,47,112.13,5316.1,One year,eCheck,3,0,0
10663,3,115.73,327.67,Month-to-month,Credit Card,1,0,0
10664,32,68.7,2194.21,One year,Credit Card,1,0,0
10665,9,105.1,926.07,One year,eCheck,1,0,0
10666,14,82.02,1126.56,One year,Bank Transfer,1,0,0
10667,29,30.17,893.3,One year,eCheck,2,0,0
10668,42,27.29,1137.6,Month-to-month,Credit Card,1,0,0
10669,27,80.51,2155.51,Month-to-month,Credit Card,2,0,0
10670,40,88.17,3492.06,One year,Mailed Check,1,0,0
10671,19,85.16,1698.0,One year,Mailed Check,3,0,0
10672,21,68.39,1514.01,Two year,eCheck,1,0,0
10673,24,79.27,1945.95,One year,eCheck,1,0,0
10674,56,86.31,4768.97,One year,eCheck,2,0,0
10675,29,90.35,2595.0,Month-to-month,eCheck,0,0,0
10676,29,34.4,943.5,Two year,Mailed Check,1,0,0
10677,58,67.6,3973.63,Month-to-month,Credit Card,2,0,0
10678,16,53.11,921.05,Month-to-month,Mailed Check,0,0,0
10679,46,68.35,3189.28,One year,Credit Card,1,0,0
10680,34,59.34,2050.46,Month-to-month,Bank Transfer,1,0,0
10681,1,27.29,53.45,One year,Bank Transfer,0,0,0
10682,2,99.0,136.23,Month-to-month,Bank Transfer,2,0,0
10683,25,72.2,1870.61,Month-to-month,Bank Transfer,1,0,0
10684,40,107.47,4298.18,Month-to-month,Credit Card,0,0,0
10685,59,24.32,1365.24,Two year,Credit Card,1,0,0
10686,37,29.64,1114.5,One year,Credit Card,3,0,0
10687,43,32.61,1397.72,One year,eCheck,0,0,0
10688,48,107.02,5059.54,Month-to-month,Credit Card,2,0,1
10689,23,70.68,1646.9,Month-to-month,eCheck,0,0,0
10690,44,95.06,4134.99,Month-to-month,eCheck,2,0,1
10691,2,27.72,40.31,One year,Bank Transfer,0,0,0
10692,21,94.62,2023.82,Month-to-month,Credit Card,0,0,0
10693,9,27.75,176.81,Month-to-month,Credit Card,0,0,0
10694,24,111.03,2644.18,Month-to-month,Bank Transfer,2,0,0
10695,47,71.22,3374.88,Month-to-month,Bank Transfer,4,0,0
10696,52,115.94,6087.63,Month-to-month,eCheck,2,0,0
10697,28,83.51,2285.84,Month-to-month,Mailed Check,2,0,0
10698,36,80.16,2862.32,Two year,Bank Transfer,0,0,0
10699,15,36.67,514.51,Month-to-month,eCheck,0,0,0
10700,23,83.21,1951.8,One year,eCheck,2,0,0
10701,53,95.39,5086.73,Two year,eCheck,2,0,0
10702,26,81.04,2243.51,Month-to-month,Credit Card,2,0,1
10703,54,88.93,4763.0,Month-to-month,Bank Transfer,1,0,0
10704,56,108.42,6028.99,Two year,eCheck,0,0,0
10705,26,89.67,2377.26,Month-to-month,Bank Transfer,0,0,0
10706,47,84.26,3956.92,Month-to-month,eCheck,1,0,0
10707,31,72.75,2235.57,Month-to-month,Bank Transfer,0,0,0
10708,43,65.54,2810.45,Month-to-month,Bank Transfer,1,0,0
10709,13,91.28,1240.58,Two year,Bank Transfer,3,0,0
10710,58,102.81,5974.8,Month-to-month,Bank Transfer,3,0,1
10711,47,92.85,4326.66,Month-to-month,Bank Transfer,3,0,1
10712,46,30.01,1364.13,One year,Credit Card,1,0,0
10713,24,45.63,1215.65,Month-to-month,Bank Transfer,2,0,0
10714,39,81.38,3246.28,Month-to-month,Mailed Check,0,0,0
10715,58,76.73,4493.93,Two year,Credit Card,1,0,0
10716,57,111.76,6406.69,One year,Mailed Check,1,1,0
10717,25,118.33,2930.57,Two year,Bank Transfer,0,0,0
10718,23,109.58,2534.75,Month-to-month,Mailed Check,1,0,1
10719,28,80.58,2219.91,Two year,Credit Card,1,0,0
10720,3,91.94,206.59,One year,Bank Transfer,0,0,0
10721,51,104.87,5354.5,Month-to-month,Credit Card,0,0,0
10722,19,34.63,671.26,Month-to-month,eCheck,1,0,0
10723,44,51.28,2201.98,Month-to-month,Credit Card,1,0,0
10724,38,22.5,848.86,Month-to-month,Mailed Check,1,0,0
10725,18,82.4,1436.57,Two year,Bank Transfer,1,0,0
10726,53,111.93,5936.59,Month-to-month,Credit Card,3,0,1
10727,18,20.48,406.13,One year,Credit Card,0,0,0
10728,5,32.63,115.88,Two year,Credit Card,1,0,0
10729,26,40.01,1009.41,Month-to-month,eCheck,2,0,0
10730,30,97.93,2921.43,One year,Credit Card,1,0,0
10731,12,56.99,692.97,Two year,Credit Card,2,0,0
10732,38,39.8,1526.23,One year,Bank Transfer,1,0,0
10733,32,57.24,1781.18,One year,Mailed Check,0,0,0
10734,59,45.63,2705.02,Month-to-month,Bank Transfer,0,0,0
10735,4,45.05,215.33,Month-to-month,Bank Transfer,1,0,0
10736,31,76.58,2281.52,Month-to-month,Credit Card,1,0,0
10737,14,87.04,1349.14,Month-to-month,Credit Card,0,0,0
10738,6,44.94,366.92,Month-to-month,Credit Card,0,0,0
10739,57,74.99,4229.03,Month-to-month,Credit Card,1,0,0
10740,40,22.98,875.6,Month-to-month,Bank Transfer,1,1,0
10741,1,117.24,137.6,Month-to-month,Mailed Check,1,1,1
10742,43,30.25,1381.02,Month-to-month,eCheck,2,0,0
10743,45,75.89,3343.91,Month-to-month,eCheck,0,0,0
10744,57,119.7,6858.96,Two year,Mailed Check,1,0,0
10745,16,52.18,903.55,Two year,Mailed Check,2,0,0
10746,54,48.71,2717.39,One year,Mailed Check,1,0,0
10747,37,93.83,3549.5,One year,Mailed Check,1,0,0
10748,45,66.57,2999.88,Two year,eCheck,1,0,0
10749,14,46.66,676.07,Month-to-month,Bank Transfer,1,0,0
10750,33,77.29,2559.43,Two year,Credit Card,1,0,0
10751,53,102.71,5426.37,Month-to-month,Bank Transfer,0,0,0
10752,56,86.92,4898.74,Month-to-month,eCheck,1,0,1
10753,59,44.01,2580.03,Month-to-month,Mailed Check,0,0,0
10754,33,86.78,2917.87,One year,Mailed Check,1,1,0
10755,55,112.99,6208.94,One year,Mailed Check,1,0,0
10756,12,39.71,511.21,Month-to-month,Mailed Check,3,0,1
10757,44,85.18,3711.89,Month-to-month,Mailed Check,3,0,1
10758,2,69.96,184.23,Month-to-month,eCheck,0,0,0
10759,33,86.33,2805.33,Month-to-month,Mailed Check,1,0,0
10760,40,33.77,1284.77,One year,Mailed Check,1,0,0
10761,7,43.28,253.09,Two year,Mailed Check,1,0,0
10762,49,54.76,2773.66,Month-to-month,eCheck,1,0,0
10763,4,103.96,515.54,One year,Credit Card,0,0,0
10764,39,58.43,2308.57,Month-to-month,Bank Transfer,1,0,0
10765,56,53.74,2962.06,Month-to-month,Mailed Check,1,1,0
10766,31,94.16,2789.64,One year,eCheck,1,0,0
10767,5,33.87,162.29,Month-to-month,Credit Card,0,1,0
10768,28,52.0,1432.03,Month-to-month,eCheck,1,0,0
10769,41,75.08,3097.7,One year,Credit Card,0,0,0
10770,31,54.64,1527.7,Month-to-month,Bank Transfer,0,0,0
10771,27,79.79,2247.41,Month-to-month,Mailed Check,2,0,0
10772,47,80.15,3798.77,Month-to-month,Bank Transfer,2,0,0
10773,56,34.13,1983.69,Month-to-month,Credit Card,2,1,0
10774,42,33.34,1332.41,Month-to-month,Credit Card,0,0,0
10775,55,98.43,5386.68,Month-to-month,Mailed Check,3,0,1
10776,52,61.74,3220.5,One year,eCheck,0,0,0
10777,27,34.91,944.35,One year,Bank Transfer,0,0,0
10778,28,27.64,760.2,Month-to-month,Mailed Check,2,0,0
10779,26,61.89,1639.7,Month-to-month,eCheck,3,0,0
10780,3,104.21,273.91,Two year,Bank Transfer,1,0,0
10781,22,40.51,897.69,One year,Credit Card,2,0,0
10782,45,119.5,5422.24,Month-to-month,Bank Transfer,3,0,1
10783,21,22.09,438.38,Two year,Bank Transfer,2,0,0
10784,11,79.35,867.09,Month-to-month,Credit Card,1,0,0
10785,50,89.91,4457.4,Two year,eCheck,0,0,0
10786,34,73.23,2419.74,Month-to-month,Credit Card,1,0,0
10787,38,45.92,1852.65,One year,Credit Card,1,0,0
10788,45,51.64,2394.2,Two year,eCheck,0,0,0
10789,50,75.39,3730.25,Two year,Mailed Check,2,0,0
10790,19,109.53,1980.75,One year,Bank Transfer,1,0,0
10791,46,61.97,2910.03,One year,Bank Transfer,0,0,0
10792,18,54.48,1088.92,One year,Credit Card,4,0,0
10793,56,60.04,3451.38,One year,Credit Card,2,0,0
10794,47,119.93,5667.7,Month-to-month,Credit Card,1,0,0
10795,18,46.65,825.84,Month-to-month,Credit Card,0,0,0
10796,35,37.14,1282.72,Month-to-month,eCheck,1,0,0
10797,9,109.29,1053.56,Two year,eCheck,3,0,0
10798,55,32.55,1817.79,One year,Bank Transfer,2,0,0
10799,14,103.94,1565.64,Two year,eCheck,1,0,0
10800,48,82.53,3940.03,Month-to-month,eCheck,0,0,0
10801,6,115.8,741.84,Month-to-month,Bank Transfer,1,0,0
10802,23,51.78,1291.22,Month-to-month,Credit Card,1,0,0
10803,41,105.57,4301.13,One year,Credit Card,2,0,0
10804,52,28.75,1528.67,One year,Bank Transfer,2,0,0
10805,19,98.23,1856.45,Month-to-month,Credit Card,0,0,0
10806,2,52.72,-2.46,Month-to-month,eCheck,2,0,0
10807,46,66.06,3085.49,Two year,Bank Transfer,3,1,0
10808,54,99.71,5392.34,Month-to-month,Mailed Check,1,0,0
10809,33,83.49,2780.05,One year,eCheck,1,0,0
10810,53,65.82,3530.05,Month-to-month,Bank Transfer,0,0,0
10811,52,49.26,2500.15,Two year,Bank Transfer,2,0,0
10812,8,95.54,778.19,Month-to-month,Bank Transfer,3,0,1
10813,5,66.58,331.22,Month-to-month,eCheck,3,0,0
10814,30,44.46,1297.15,Month-to-month,eCheck,1,0,0
10815,13,59.21,787.54,One year,eCheck,1,0,0
10816,37,99.6,3739.12,Two year,Bank Transfer,1,0,0
10817,1,25.86,-70.49,Month-to-month,Mailed Check,0,0,0
10818,38,52.22,1938.22,Month-to-month,Credit Card,0,0,0
10819,3,92.74,254.14,Month-to-month,Bank Transfer,0,0,0
10820,48,81.27,3900.63,One year,eCheck,4,0,0
10821,22,63.95,1456.45,Month-to-month,Bank Transfer,1,0,0
10822,23,35.57,865.74,Two year,Bank Transfer,2,0,0
10823,10,24.76,356.38,Month-to-month,eCheck,2,0,0
10824,31,60.11,1927.01,Two year,Mailed Check,2,0,0
10825,23,88.83,2017.72,Month-to-month,eCheck,3,0,1
10826,56,46.79,2640.37,One year,eCheck,0,0,0
10827,54,110.21,5936.4,One year,Bank Transfer,1,0,0
10828,24,81.95,1950.29,Month-to-month,eCheck,1,0,0
10829,44,65.52,2890.35,Month-to-month,eCheck,3,0,1
10830,53,95.47,5023.34,Month-to-month,Credit Card,1,0,0
10831,11,49.97,629.81,Month-to-month,Credit Card,1,0,0
10832,9,109.4,965.4,One year,eCheck,1,1,0
10833,12,56.75,727.35,Month-to-month,Bank Transfer,2,0,0
10834,56,20.53,1101.42,Month-to-month,eCheck,1,0,0
10835,40,117.85,4725.31,Month-to-month,Mailed Check,0,0,0
10836,57,69.61,3950.43,Month-to-month,Bank Transfer,2,0,0
10837,4,110.36,472.68,Month-to-month,Bank Transfer,0,0,0
10838,48,30.9,1515.59,Month-to-month,Mailed Check,1,0,0
10839,52,39.99,2116.07,Month-to-month,Bank Transfer,3,1,1
10840,8,68.37,508.87,Month-to-month,Credit Card,0,0,0
10841,49,109.54,5294.02,Month-to-month,Bank Transfer,2,0,0
10842,17,29.2,495.47,Month-to-month,eCheck,0,1,0
10843,7,73.85,541.0,One year,eCheck,0,0,0
10844,8,95.81,814.16,Two year,Bank Transfer,4,0,0
10845,14,59.04,870.8,Month-to-month,Mailed Check,1,0,0
10846,17,64.53,1098.22,One year,Mailed Check,0,0,0
10847,3,113.37,278.47,Month-to-month,Credit Card,1,0,1
10848,40,73.7,2998.88,Month-to-month,Credit Card,1,0,0
10849,5,89.0,396.9,Month-to-month,eCheck,2,0,0
10850,3,87.3,293.39,Month-to-month,Bank Transfer,1,1,1
10851,30,109.72,3228.14,Two year,Mailed Check,1,1,0
10852,38,54.15,2093.19,Month-to-month,eCheck,0,0,0
10853,14,74.72,1043.99,Month-to-month,eCheck,2,1,0
